id,name,created_at,updated_at
6901,Ross Medical Education Center-Kokomo,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6903,Ross Medical Education Center-Erlanger,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6905,Ross Medical Education Center-Charleston,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6907,L'Ecole Culinaire-Kansas City,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6908,Utah College of Massage Therapy-Houston,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6910,InterCoast Colleges-Fairfield,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6912,Vatterott College-ex'treme Institute by Nelly-St Louis,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6914,Personal Fitness & Nutrition Center,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6916,College of Business and Technology-Miami Gardens,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6918,Milan Institute of Cosmetology-Nampa,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6920,Milan Institute-Merced,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6922,Georgia Regents University,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6924,Middle Georgia State College,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6926,Trenz Beauty Academy,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6928,Paul Mitchell the School-Denver,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6930,Academy of Interactive Entertainment,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6932,Arrojo Cosmetology School,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6934,Cosmetology Academy of Texarkana,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6936,Virginia Baptist College,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6938,Lynnes Welding Training,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6940,Aviation Institute of Maintenance-Las Vegas,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6942,Tulsa Technology Center-Owasso Campus,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6944,Tulsa Technology Center-Sand Springs Campus,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6946,National American University-Austin South,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6948,National American University-Lewisville,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6950,National American University-Georgetown,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6951,National American University-Richardson,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6953,National American University-Rochester,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6955,National American University-Weldon Spring,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6957,National American University-Wichita West,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6959,National American University-Indianapolis,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6961,National American University-Tigard,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6963,The Art Institute of St Louis,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6965,South Georgia State College,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6967,Northeastern University Global Network,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6969,Georgia Military College-Distance Learning Campuses,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6971,Florida Polytechnic University,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6973,Brown Mackie College-Dallas,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6975,American Institute-Toms River,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6977,Texas Covenant Education,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6979,Arizona College-Mesa,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6981,Antioch College,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6983,Texas A & M University-Central Texas,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6985,Barber School of Pittsburgh,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6987,EDMC Central Administrative Office,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6989,The Salon Professional Academy-South Plainfield,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
6991,Arizona State University-Skysong,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
7340,Massachusetts School of Professional Psychology,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7341,Massachusetts School of Barbering,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7342,Massasoit Community College,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7343,Merrimack College,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7344,MGH Institute of Health Professions,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7345,Montserrat College of Art,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7346,Mount Holyoke College,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7347,Mount Ida College,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7348,Mount Wachusett Community College,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7349,Cortiva Institute-Boston,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7350,School of the Museum of Fine Arts-Boston,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7351,Everest Institute-Brighton,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7352,Rob Roy Academy-New Bedford,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
7353,The New England Conservatory of Music,2024-01-17 19:04:25.622662+00,2024-01-17 19:04:25.622662+00
6949,Lacy Cosmetology School-Aiken,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6952,Fortis College-Baton Rouge,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6954,My Le's Beauty College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6956,New Concept Massage and Beauty School,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6958,New York College of Traditional Chinese Medicine,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6960,Fortis College-Orange Park,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6962,Northeastern Seminary,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6964,Bryan College-Gold River,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6966,Omega Institute of Cosmetology,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6968,Pacific Islands University,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6970,PCI College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6972,Rosedale Bible College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6974,American Career College at St Francis,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6976,Seattle Institute of Oriental Medicine,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6978,Shawnee Beauty College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6980,Acupuncture and Massage College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6982,Southeastern School of Cosmetology,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6984,Universal Therapeutic Massage Institute,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6986,Upper Valley Educators Institute,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6988,Keck Graduate Institute,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6990,Aviation Institute of Maintenance-Atlanta,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6992,Star Career Academy-Egg Harbor,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6993,Empire Beauty School-Kennesaw,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6994,Anthem Career College-Nashville,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6995,Anthem College-Irving,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6996,Antioch University-System Administration,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6997,Westwood College-River Oaks,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6998,ITT Technical Institute-Green Bay,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
6999,Career Training Academy-Pittsburgh,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7000,Huntingdon County Career and Technology Center,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7001,Missouri College of Cosmetology North,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7002,New York Automotive and Diesel Institute,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7003,Remington College-Baton Rouge Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7004,Everest College-Ontario Metro,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7005,Kaplan College-Beaumont,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7006,Kaplan College-Laredo,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7007,The Art Institute of Washington,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7008,Everest Institute-Dearborn,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7009,Centura College-Richmond Westend,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7010,New Saint Andrews College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7011,Arkansas State University-Newport,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7012,Marlboro College-Graduate School,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7013,University of Phoenix-Boston Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7014,University of Phoenix-Dallas Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7015,University of Phoenix-Houston Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7016,University of Phoenix-Milwaukee Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7017,University of Phoenix-Idaho Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7018,Westwood College-Inland Empire,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7019,DeVry University-Virginia,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7020,DeVry University-Washington,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7021,DeVry University's Keller Graduate School of Management-Ohio,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7022,DeVry University's Keller Graduate School of Management-Texas,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7023,DeVry University-Colorado,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7024,Louisiana Delta Community College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7025,ITT Technical Institute-Levittown,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7026,Atenas College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7027,Southwest Skill Center-Campus of Estrella Mountain Community College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7028,Onondaga Cortland Madison BOCES,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7029,National American University-Ellsworth AFB Extension,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7030,National American University-Albuquerque West,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7031,National American University-Brooklyn Center,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7032,Interactive Learning Systems-Pasadena,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7033,Pillar College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7034,Miami Ad School-Minneapolis,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7035,Miami Ad School-San Francisco,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7036,Oregon State University-Cascades Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7037,Milan Institute-Boise,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7038,Milan Institute-Amarillo,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7039,Vatterott College-Dividend,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7040,Vatterott College-Tulsa,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7041,Vatterott College-Wichita,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7042,Star Career Academy-Newark,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7043,Southern University Law Center,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7044,International Academy of Design and Technology-Orlando,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7045,Lincoln Technical Institute-Lowell,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7046,Everest College-Vancouver Massage Therapy,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7047,Texas Barber Colleges and Hairstyling Schools,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7048,Everest Institute-Hobby,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7049,Miller-Motte Technical College-North Charleston,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7050,American Career College-Anaheim,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7051,Saginaw Chippewa Tribal College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7052,Wyo Tech-Blairsville,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7053,Richmont Graduate University,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7054,The Seattle School of Theology & Psychology,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7055,DeVry University's Keller Graduate School of Management-Washington,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7056,Northwest College-Hillsboro,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7057,San Diego State University-Imperial Valley Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7058,American Broadcasting School-Arlington,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7059,Miami-Jacobs Career College-Sharonville,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7060,East Valley Institute of Technology,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7061,West Coast Ultrasound Institute,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7062,Irell & Manella Graduate School of Biological Sciences at City of Hope,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7063,Design's School of Cosmetology,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7064,Paul Mitchell the School-Santa Barbara,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7065,University of the Rockies,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7066,Eli Whitney Technical High School,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7067,Vinal Technical High School,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7068,Windham Technical High School,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7069,Harris School of Business-Wilmington Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7070,Ultimate Medical Academy-Clearwater,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7071,Florida Barber Academy,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7072,Jacksonville Beauty Institute,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7073,M-DCPS The English Center,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7074,Florida Education Institute,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7075,Superior Career Institute,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7076,Institute of Technical Arts,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7077,National Graduate School of Quality Management,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7078,Texas County Technical College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7079,Aviation Institute of Maintenance-Kansas City,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7080,Blue Cliff College-Gulfport,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7081,Apex School of Theology,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7082,Institute for Therapeutic Massage,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7083,Metropolitan Learning Institute,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7084,Orleans Niagara BOCES-Practical Nursing Program,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7085,Yeshiva Shaarei Torah of Rockland,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7086,Leon Studio One School of Hair Design,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7087,St Joseph's Medical Center School of Radiography,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7088,American Institute of Alternative Medicine,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7089,Brown Aveda Institute-Mentor,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7090,Susquehanna County Career and Technology Center,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7091,Centro de Capacitacion y Asesoramiento Vetelba,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7092,Universidad Pentecostal Mizpa,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7093,Caribbean Forensic and Technical College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7094,Concorde Career College-Grand Prairie,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7095,Kussad Institute of Court Reporting,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7096,Lamar Institute of Technology,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7097,MJ's Beauty Academy Inc,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7098,Aviation Institute of Maintenance-Dallas,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7099,Healing Mountain Massage School,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7100,Career Training Solutions,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7101,Rudy & Kelly Academy of Hair and Nails,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7102,South Branch Career and Technical Center,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7103,Nevada State College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7104,Virginia College-Jackson,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7105,Virginia College-Austin,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7106,California State University-Channel Islands,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7107,ITT Technical Institute-Springfield,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7108,ITT Technical Institute-Chantilly,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7109,The Art Institute of California-Argosy University Orange County,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7110,Franklin W Olin College of Engineering,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7111,Lincoln Technical Institute-Northeast Philadelphia,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7112,Lincoln Technical Institute-Center City Philadelphia,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7113,Won Institute of Graduate Studies,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7114,Lincoln Technical Institute-Paramus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7115,Pima Medical Institute-Colorado Springs,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7116,University of Phoenix-Kansas City Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7117,University of Phoenix-Atlanta Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7118,University of Phoenix-Chicago Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7119,University of Phoenix-Nashville Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7120,University of Phoenix-Northern Virginia Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7121,David's Academy of Beauty,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7122,Birthwise Midwifery School,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7123,Argosy University-Dallas,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7124,Le Cordon Bleu College of Culinary Arts-Orlando,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7125,Paul Mitchell the School-Costa Mesa,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7126,Ave Maria School of Law,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7127,Everest College-Arlington,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7128,Tulsa Welding School-Jacksonville,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7129,ITT Technical Institute-Canton,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7130,ITT Technical Institute-Plymouth Meeting,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7131,Pennsylvania College of Health Sciences,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7132,DeVry University-North Carolina,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7133,West Virginia Junior College-Bridgeport,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7134,Antioch University-PhD Program in Leadership and Change,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7135,Vatterott College-Cleveland,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7136,St Louis College of Health Careers-Fenton,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7137,Interactive College of Technology-Gainesville,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7138,San Joaquin Valley College-Ontario,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7139,Anthem Institute-Cherry Hill,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7140,Westwood College-Ft Worth,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7141,Westwood College-Dallas,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7142,Alaska Christian College,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7143,Grantham University,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7144,Minnesota School of Business-Plymouth,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7145,Carrington College-Albuquerque,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7146,NASCAR Technical Institute,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7147,Everest Institute-Tigard,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7148,University of the Potomac-VA Campus,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7149,Anthem Institute-Las Vegas,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7150,Milan Institute-Palm Desert,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
7151,Stenotype Institute of Jacksonville Inc-Orlando,2024-01-17 19:04:25.639064+00,2024-01-17 19:04:25.639064+00
1563,East West College of the Healing Arts,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1631,Eastern Oregon University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1632,Phagans School of Hair Design-Portland,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1633,New Hope Christian College-Eugene,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1634,George Fox University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1635,Phagans Grants Pass College of Beauty,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1636,ITT Technical Institute-Portland,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1637,Lane Community College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1638,Lewis & Clark College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1639,Linfield College-McMinnville Campus,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1640,Linn-Benton Community College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1641,Northwest College-Beaverton,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1642,Marylhurst University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1643,Phagans Medford Beauty School,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1644,Northwest College-Clackamas,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1645,Mount Angel Seminary,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1646,Mt Hood Community College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1647,Multnomah University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1648,National College of Natural Medicine,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1649,Northwest Nannies Institute,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1650,Northwest Christian University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1651,Oregon University System,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
